USER,EXCHANGE,SYMBOL,EXPIRATION,STRIKE,C/P,B/S,FILLED QTY,PREMIUM,DATE,ORDER TYPE,GIVEUP,CMTA FIRM,RANGE,ACCOUNT,COMPANY,DEST COMPANY,ELECTRONIC,LEG NUMBER,USER QTY,FIX QTY,HANDLING,CONNECTION,SECURITY TYPE,CROSSING,PENNY,SYMBOL TYPE,PTMID,LINK EXCH,ParentExDestination,ORDERID,REPORTID,CL_ORD_ID,LiquidityFlag,Open_Close,cross_type,custom_billing_tag,BPCR,BPCR$,LF,LF$,MDPT,MDPT$,CAT,CAT$,TOTAL COMMISSIONS,TOTAL EXCHANGE FEES
oscargruss|WH59,BOX,FB,2021-02-19, $350.00 ,C,SELL,"1,000", $0.80 ,2021-01-04,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,3/3,0,0,129,,Option,0,1,Equity,0,B,ISTG,388042503,1336240425,21442112,,O,,, 0.0250 , 25.0000 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|WH59,BOX,FB,2021-02-19, $240.00 ,P,BUY,"1,000", $4.45 ,2021-01-04,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/3,0,0,129,,Option,0,1,Equity,0,B,ISTG,388042503,1336240424,21442112,,O,,, 0.0250 , 25.0000 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss2|Parallaxobo,AMEX,GDX,2021-06-18, $45.00 ,C,SELL,"1,350", $1.89 ,2021-01-04,Done Away Managed,161,352,CUST-PRO,PAX JP,7690,BLOGS,MANUAL,3/5,0,0,129,,Option,0,1,ETF,0,A,ISTG,388045598,1336269575,21445627,,O,,, 0.0250 , 33.7500 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss2|Parallaxobo,AMEX,GDX,2021-06-18, $30.00 ,P,SELL,"1,350", $0.86 ,2021-01-04,Done Away Managed,161,352,CUST-PRO,PAX JP,7690,BLOGS,MANUAL,2/5,0,0,129,,Option,0,1,ETF,0,A,ISTG,388045598,1336269576,21445627,,O,,, 0.0250 , 33.7500 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss2|Parallaxobo,AMEX,GDX,2022-01-21, $45.00 ,C,SELL,"1,350", $3.70 ,2021-01-04,Done Away Managed,161,352,CUST-PRO,PAX JP,7690,BLOGS,MANUAL,5/5,0,0,129,,Option,0,1,ETF,0,A,ISTG,388045598,1336269574,21445627,,O,,, 0.0250 , 33.7500 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss2|Parallaxobo,AMEX,GDX,2022-01-21, $30.00 ,P,SELL,"1,350", $2.20 ,2021-01-04,Done Away Managed,161,352,CUST-PRO,PAX JP,7690,BLOGS,MANUAL,4/5,0,0,129,,Option,0,1,ETF,0,A,ISTG,388045598,1336269577,21445627,,O,,, 0.0250 , 33.7500 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss2|Parallaxobo,AMEX,IFF,2021-02-19, $150.00 ,C,SELL,"1,000", $0.10 ,2021-01-04,Done Away Managed,161,352,CUST-PRO,PAX JP,7690,BLOGS,MANUAL,3/3,0,0,129,,Option,0,0,Equity,0,A,ISTG,388047965,1336296900,21448627,,O,,, 0.0250 , 25.0000 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|Parallaxobo,AMEX,IFF,2021-02-19, $150.00 ,C,SELL,500, $0.92 ,2021-01-04,Done Away Managed,161,352,CUST-PRO,PAX JP,7690,BLOGS,MANUAL,3/3,0,0,129,,Option,0,0,Equity,0,A,ISTG,388045665,1336270642,21445711,,O,,, 0.0250 , 12.5000 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss2|Parallaxobo,AMEX,IFF,2021-02-19, $150.00 ,P,BUY,"1,000", $46.95 ,2021-01-04,Done Away Managed,161,352,CUST-PRO,PAX JP,7690,BLOGS,MANUAL,2/3,0,0,129,,Option,0,0,Equity,0,A,ISTG,388047965,1336296902,21448627,,O,,, 0.0250 , 25.0000 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|Parallaxobo,AMEX,IFF,2021-02-19, $150.00 ,P,BUY,500, $47.00 ,2021-01-04,Done Away Managed,161,352,CUST-PRO,PAX JP,7690,BLOGS,MANUAL,2/3,0,0,129,,Option,0,0,Equity,0,A,ISTG,388045665,1336270643,21445711,,O,,, 0.0250 , 12.5000 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|Parallaxobo,AMEX,PCAR,2021-08-20, $92.50 ,C,SELL,300, $4.10 ,2021-01-04,Done Away Managed,161,352,CUST-PRO,PAX JP,7690,BLOGS,MANUAL,3/3,0,0,129,,Option,0,0,Equity,0,A,ISTG,388046488,1336280364,21446677,,O,,, 0.0250 , 7.5000 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|Parallaxobo,AMEX,PCAR,2021-08-20, $70.00 ,P,SELL,300, $2.50 ,2021-01-04,Done Away Managed,161,352,CUST-PRO,PAX JP,7690,BLOGS,MANUAL,2/3,0,0,129,,Option,0,0,Equity,0,A,ISTG,388046488,1336280362,21446677,,O,,, 0.0250 , 7.5000 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|xyuobo,AMEX,SNOW,2021-02-19, $225.00 ,P,SELL,200, $6.00 ,2021-01-04,Done Away Managed,161,275,CUST,CLIENT,MER,BLOGS,MANUAL,2/2,0,0,129,,Option,0,0,Equity,0,A,ISTG,388047157,1336287450,21447577,,O,,, 0.0250 , 5.0000 , -   , -   , -   , -   , -   , -   , -   , -   
dfilippidis|IL59,CBOE,SPX,2021-03-19," $3,680.00 ",C,SELL,10, $146.00 ,2021-01-04,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,4/4,0,0,129,,Option,0,0,Index,0,C,ISTG,388047829,1336295819,21448444,,O,,, 0.0250 , 0.2500 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss2|IL59,CBOE,SPX,2021-03-19," $3,685.00 ",C,SELL,72, $147.50 ,2021-01-04,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,3/3,0,0,129,,Option,0,0,Index,0,C,ISTG,388048629,1336303967,21449385,,O,,, 0.0250 , 1.8000 , -   , -   , -   , -   , -   , -   , -   , -   
dfilippidis|YWL,CBOE,SPX,2021-03-19," $3,695.00 ",C,SELL,15, $139.00 ,2021-01-04,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,1/3,0,0,129,,Option,0,0,Index,0,C,ISTG,388044557,1336259410,21444472,,O,,, 0.0250 , 0.3750 , -   , -   , -   , -   , -   , -   , -   , -   
dfilippidis|IL59,CBOE,SPX,2021-03-19," $3,680.00 ",P,BUY,10, $148.00 ,2021-01-04,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,3/4,0,0,129,,Option,0,0,Index,0,C,ISTG,388047829,1336295820,21448444,,O,,, 0.0250 , 0.2500 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss2|IL59,CBOE,SPX,2021-03-19," $3,685.00 ",P,BUY,72, $143.50 ,2021-01-04,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/3,0,0,129,,Option,0,0,Index,0,C,ISTG,388048629,1336303965,21449385,,O,,, 0.0250 , 1.8000 , -   , -   , -   , -   , -   , -   , -   , -   
dfilippidis|YWL,CBOE,SPX,2021-03-19," $3,695.00 ",P,BUY,15, $146.00 ,2021-01-04,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/3,0,0,129,,Option,0,0,Index,0,C,ISTG,388044557,1336259411,21444472,,O,,, 0.0250 , 0.3750 , -   , -   , -   , -   , -   , -   , -   , -   
dfilippidis|YWL,CBOE,SPX,2022-03-18," $3,300.00 ",P,SELL,50, $237.80 ,2021-01-04,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,3/3,0,0,129,,Option,0,0,Index,0,C,ISTG,388044557,1336259412,21444472,,O,,, 0.0250 , 1.2500 , -   , -   , -   , -   , -   , -   , -   , -   
dfilippidis|IL59,CBOE,SPXW,2021-01-11," $3,200.00 ",P,BUY,"2,000", $1.80 ,2021-01-04,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/4,0,0,129,,Option,0,0,Index,0,C,ISTG,388047829,1336295821,21448444,,O,,, 0.0250 , 50.0000 , -   , -   , -   , -   , -   , -   , -   , -   
dfilippidis|IL59,CBOE,SPXW,2021-01-11," $3,375.00 ",P,SELL,"1,000", $4.15 ,2021-01-04,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,1/4,0,0,129,,Option,0,0,Index,0,C,ISTG,388047829,1336295822,21448444,,O,,, 0.0250 , 25.0000 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss2|IL59,CBOE,SPXW,2021-01-22," $3,750.00 ",C,BUY,200, $39.68 ,2021-01-04,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,1/3,0,0,129,,Option,0,0,Index,0,C,ISTG,388048629,1336303966,21449385,,O,,, 0.0250 , 5.0000 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|Parallaxobo,CBOE,VIX,2021-02-17, $27.00 ,C,BUY,"1,386", $4.10 ,2021-01-04,Done Away Managed,161,444,CUST-PRO,PAX 444,7690,BLOGS,MANUAL,4/4,0,0,129,,Option,0,0,Index,0,C,ISTG,388044604,1336259265,21444549,,O,,, 0.0250 , 34.6500 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|Parallaxobo,CBOE,VIX,2021-02-17, $40.00 ,C,SELL,"3,300", $1.70 ,2021-01-04,Done Away Managed,161,444,CUST-PRO,PAX 444,7690,BLOGS,MANUAL,1/4,0,0,129,,Option,0,0,Index,0,C,ISTG,388044604,1336259263,21444549,,O,,, 0.0250 , 82.5000 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|Parallaxobo,CBOE,VIX,2021-02-17, $20.00 ,P,BUY,"3,300", $0.68 ,2021-01-04,Done Away Managed,161,444,CUST-PRO,PAX 444,7690,BLOGS,MANUAL,2/4,0,0,129,,Option,0,0,Index,0,C,ISTG,388044604,1336259262,21444549,,O,,, 0.0250 , 82.5000 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|Parallaxobo,CBOE,VIX,2021-02-17, $27.00 ,P,SELL,"1,386", $4.30 ,2021-01-04,Done Away Managed,161,444,CUST-PRO,PAX 444,7690,BLOGS,MANUAL,3/4,0,0,129,,Option,0,0,Index,0,C,ISTG,388044604,1336259264,21444549,,O,,, 0.0250 , 34.6500 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss2|WH59,ISE,XRT,2021-03-19, $57.00 ,P,BUY,940, $1.48 ,2021-01-04,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/2,0,0,129,,Option,0,1,ETF,0,I,ISTG,388048995,1336307117,21449816,,O,,, 0.0250 , 23.5000 , -   , -   , -   , -   , -   , -   , -   , -   
dfilippidis|Parallaxobo,AMEX,YUMC,2022-01-21, $62.50 ,C,SELL,405, $5.00 ,2021-01-04,Done Away Managed,161,352,CUST-PRO,PAX JP,7690,BLOGS,MANUAL,3/3,0,0,129,,Option,0,0,Equity,0,A,ISTG,388047454,1336290826,21447963,,O,,, 0.0250 , 10.1250 , -   , -   , -   , -   , -   , -   , -   , -   
dfilippidis|Parallaxobo,AMEX,YUMC,2022-01-21, $45.00 ,P,SELL,405, $3.00 ,2021-01-04,Done Away Managed,161,352,CUST-PRO,PAX JP,7690,BLOGS,MANUAL,2/3,0,0,129,,Option,0,0,Equity,0,A,ISTG,388047454,1336290823,21447963,,O,,, 0.0250 , 10.1250 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|GH59,BOX,CMCSA,2022-01-21, $65.00 ,C,BUY,"1,000", $1.21 ,2021-01-05,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,3/3,0,0,129,,Option,0,1,Equity,0,B,ISTG,388055268,1336381904,21457204,,O,,, 0.0250 , 25.0000 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|Parallaxobo,BOX,CMCSA,2022-01-21, $65.00 ,C,SELL,700, $1.21 ,2021-01-05,Done Away Managed,161,352,CUST-PRO,PAX JP,7690,BLOGS,MANUAL,3/3,0,0,129,,Option,0,1,Equity,0,B,ISTG,388055422,1336383104,21457244,,O,,, 0.0250 , 17.5000 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|GH59,BOX,CMCSA,2022-01-21, $40.00 ,P,BUY,"1,000", $2.42 ,2021-01-05,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/3,0,0,129,,Option,0,1,Equity,0,B,ISTG,388055268,1336381908,21457204,,O,,, 0.0250 , 25.0000 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|Parallaxobo,BOX,CMCSA,2022-01-21, $40.00 ,P,SELL,700, $2.42 ,2021-01-05,Done Away Managed,161,352,CUST-PRO,PAX JP,7690,BLOGS,MANUAL,2/3,0,0,129,,Option,0,1,Equity,0,B,ISTG,388055422,1336383105,21457244,,O,,, 0.0250 , 17.5000 , -   , -   , -   , -   , -   , -   , -   , -   
dfilippidis|Parallaxobo,BOX,CMCSA,2022-06-17, $50.00 ,P,SELL,"1,000", $7.15 ,2021-01-05,Done Away Managed,161,352,CUST-PRO,PAX JP,7690,BLOGS,MANUAL,2/2,0,0,129,,Option,0,1,Equity,0,B,ISTG,388054254,1336368074,21455878,,O,,, 0.0250 , 25.0000 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|WH59,AMEX,CVX,2022-01-21, $110.00 ,C,BUY,500, $4.20 ,2021-01-05,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,4/4,0,0,129,,Option,0,1,Equity,0,A,ISTG,388056103,1336391274,21458097,,O,,, 0.0250 , 12.5000 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|WH59,AMEX,CVX,2022-01-21, $60.00 ,P,BUY,500, $3.40 ,2021-01-05,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/4,0,0,129,,Option,0,1,Equity,0,A,ISTG,388056103,1336391273,21458097,,O,,, 0.0250 , 12.5000 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|WH59,AMEX,CVX,2022-01-21, $70.00 ,P,BUY,500, $6.10 ,2021-01-05,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,3/4,0,0,129,,Option,0,1,Equity,0,A,ISTG,388056103,1336391272,21458097,,O,,, 0.0250 , 12.5000 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|xyuobo,AMEX,DOW,2021-01-15, $60.00 ,C,SELL,100, $0.11 ,2021-01-05,Done Away Managed,161,275,CUST,CLIENT,MER,BLOGS,MANUAL,3/3,0,0,129,,Option,0,1,Equity,0,A,ISTG,388053557,1336361935,21454982,,O,,, 0.0250 , 2.5000 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|xyuobo,AMEX,DOW,2022-01-21, $60.00 ,C,BUY,100, $5.01 ,2021-01-05,Done Away Managed,161,275,CUST,CLIENT,MER,BLOGS,MANUAL,2/3,0,0,129,,Option,0,1,Equity,0,A,ISTG,388053557,1336361937,21454982,,O,,, 0.0250 , 2.5000 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|Parallaxobo,AMEX,GDX,2022-01-21, $40.00 ,C,SELL,500, $5.43 ,2021-01-05,Done Away Managed,161,352,CUST-PRO,PAX JP,7690,BLOGS,MANUAL,3/3,0,0,129,,Option,0,1,ETF,0,A,ISTG,388050999,1336328578,21452060,,O,,, 0.0250 , 12.5000 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|Parallaxobo,AMEX,GDX,2022-01-21, $38.00 ,P,SELL,500, $5.85 ,2021-01-05,Done Away Managed,161,352,CUST-PRO,PAX JP,7690,BLOGS,MANUAL,2/3,0,0,129,,Option,0,1,ETF,0,A,ISTG,388050999,1336328577,21452060,,O,,, 0.0250 , 12.5000 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss2|XJ59,AMEX,INTC,2022-01-21, $60.00 ,C,BUY,600, $3.55 ,2021-01-05,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,3/3,0,0,129,,Option,0,1,Equity,0,A,ISTG,388055891,1336388658,21457738,,O,,, 0.0250 , 15.0000 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss2|XJ59,AMEX,INTC,2022-01-21, $40.00 ,P,BUY,"1,200", $2.85 ,2021-01-05,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/3,0,0,129,,Option,0,1,Equity,0,A,ISTG,388055891,1336388656,21457738,,O,,, 0.0250 , 30.0000 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss2|GH59,PHLX,JPM,2022-01-21, $160.00 ,C,BUY,200, $4.45 ,2021-01-05,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,3/3,0,0,129,,Option,0,1,Equity,0,X,ISTG,388055961,1336389443,21457937,,O,,, 0.0250 , 5.0000 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss2|GH59,PHLX,JPM,2022-01-21, $100.00 ,P,BUY,300, $6.00 ,2021-01-05,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/3,0,0,129,,Option,0,1,Equity,0,X,ISTG,388055961,1336389438,21457937,,O,,, 0.0250 , 7.5000 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|rparks,AMEX,MSFT,2021-06-18, $150.00 ,P,BUY,100, $1.83 ,2021-01-05,Done Away Managed,352,352,FIRM,JPMINDEX,JPMEMM,BLOGS,MANUAL,2/2,0,0,129,,Option,0,1,Equity,0,A,ISTG,388055113,1336379741,21457020,,O,,, 0.0250 , 2.5000 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss2|JerryKao ,AMEX,MSFT,2021-06-18, $150.00 ,P,BUY,350, $1.83 ,2021-01-05,Done Away Managed,642,742,FIRM,UBS,BLUBS2,BLOGS,MANUAL,2/2,0,0,129,,Option,0,1,Equity,0,A,ISTG,388055099,1336379879,21457006,,O,,, 0.0250 , 8.7500 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|WH59,CBOE,SPX,2021-01-15," $2,900.00 ",P,BUY,550, $1.10 ,2021-01-05,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,1/1,0,0,129,,Option,0,0,Index,0,C,ISTG,388051175,1336331976,21452361,,O,,, 0.0250 , 13.7500 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss2|WH59,CBOE,SPX,2021-01-15," $3,600.00 ",P,BUY,130, $26.55 ,2021-01-05,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,1/3,0,0,129,,Option,0,0,Index,0,C,ISTG,388050908,1336327425,21451919,,O,,, 0.0250 , 3.2500 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss2|WH59,CBOE,SPX,2021-03-19," $3,700.00 ",C,BUY,32, $141.50 ,2021-01-05,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/3,0,0,129,,Option,0,0,Index,0,C,ISTG,388050908,1336327424,21451919,,O,,, 0.0250 , 0.8000 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|WH59,CBOE,SPX,2021-03-19," $3,710.00 ",C,BUY,20, $136.00 ,2021-01-05,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/3,0,0,129,,Option,0,0,Index,0,C,ISTG,388052431,1336347348,21453538,,O,,, 0.0250 , 0.5000 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|YWL,CBOE,SPX,2021-03-19," $3,715.00 ",C,BUY,28, $140.25 ,2021-01-05,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/3,0,0,129,,Option,0,0,Index,0,C,ISTG,388057277,1336404760,21459389,,O,,, 0.0250 , 0.7000 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|YWL,CBOE,SPX,2021-03-19," $3,715.00 ",C,SELL,19, $138.00 ,2021-01-05,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,3/3,0,0,129,,Option,0,0,Index,0,C,ISTG,388057123,1336401504,21459045,,O,,, 0.0250 , 0.4750 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss2|WH59,CBOE,SPX,2021-03-19," $3,700.00 ",P,SELL,32, $143.50 ,2021-01-05,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,3/3,0,0,129,,Option,0,0,Index,0,C,ISTG,388050908,1336327426,21451919,,O,,, 0.0250 , 0.8000 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|WH59,CBOE,SPX,2021-03-19," $3,710.00 ",P,SELL,20, $146.00 ,2021-01-05,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,3/3,0,0,129,,Option,0,0,Index,0,C,ISTG,388052431,1336347349,21453538,,O,,, 0.0250 , 0.5000 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|YWL,CBOE,SPX,2021-03-19," $3,715.00 ",P,BUY,19, $137.00 ,2021-01-05,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/3,0,0,129,,Option,0,0,Index,0,C,ISTG,388057123,1336401505,21459045,,O,,, 0.0250 , 0.4750 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|YWL,CBOE,SPX,2021-03-19," $3,715.00 ",P,SELL,28, $134.25 ,2021-01-05,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,3/3,0,0,129,,Option,0,0,Index,0,C,ISTG,388057277,1336404765,21459389,,O,,, 0.0250 , 0.7000 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|WH59,CBOE,SPX,2021-06-18," $2,800.00 ",P,BUY,200, $45.80 ,2021-01-05,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,1/3,0,0,129,,Option,0,0,Index,0,C,ISTG,388052431,1336347350,21453538,,O,,, 0.0250 , 5.0000 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|YWL,CBOE,SPX,2023-12-15," $3,400.00 ",P,SELL,50, $443.38 ,2021-01-05,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,1/3,0,0,129,,Option,0,0,Index,0,C,ISTG,388057123,1336401500,21459045,,O,,, 0.0250 , 1.2500 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|YWL,CBOE,SPXW,2021-02-01," $3,850.00 ",C,SELL,125, $20.63 ,2021-01-05,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,1/3,0,0,129,,Option,0,0,Index,0,C,ISTG,388057277,1336404764,21459389,,O,,, 0.0250 , 3.1250 , -   , -   , -   , -   , -   , -   , -   , -   
dfilippidis|Parallaxobo,AMEX,XLE,2021-02-19, $45.00 ,C,SELL,500, $0.79 ,2021-01-05,Done Away Managed,161,352,CUST-PRO,PAX JP,7690,BLOGS,MANUAL,1/2,0,0,129,,Option,0,1,ETF,0,A,ISTG,388055073,1336378533,21456877,,O,,, 0.0250 , 12.5000 , -   , -   , -   , -   , -   , -   , -   , -   
dfilippidis|Parallaxobo,AMEX,XLE,2021-02-19, $50.00 ,C,BUY,750, $0.22 ,2021-01-05,Done Away Managed,161,352,CUST-PRO,PAX JP,7690,BLOGS,MANUAL,2/2,0,0,129,,Option,0,1,ETF,0,A,ISTG,388055073,1336378534,21456877,,O,,, 0.0250 , 18.7500 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|WH59,BOX,XLU,2021-01-15, $60.00 ,P,BUY,"1,000", $0.60 ,2021-01-05,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/2,0,0,129,,Option,0,1,ETF,0,B,ISTG,388054856,1336376936,21456636,,O,,, 0.0250 , 25.0000 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|WH59,BOX,XRT,2021-03-19, $56.00 ,P,BUY,"2,000", $1.18 ,2021-01-05,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/2,0,0,129,,Option,0,1,ETF,0,B,ISTG,388051281,1336332599,21452269,,O,,, 0.0250 , 50.0000 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|Parallaxobo,BOX,XRT,2021-03-19, $56.00 ,P,SELL,"1,000", $1.18 ,2021-01-05,Done Away Managed,161,352,CUST-PRO,PAX JP,7690,BLOGS,MANUAL,2/2,0,0,129,,Option,0,1,ETF,0,B,ISTG,388051252,1336332149,21452292,,O,,, 0.0250 , 25.0000 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|WH59,BOX,AAPL,2021-01-08, $130.00 ,P,BUY,"2,000", $1.58 ,2021-01-06,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,3/3,0,0,129,,Option,0,1,Equity,0,B,ISTG,388060705,1336440818,21463200,,O,,, 0.0250 , 50.0000 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|WH59,BOX,AAPL,2021-01-29, $130.00 ,P,SELL,"2,000", $5.28 ,2021-01-06,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/3,0,0,129,,Option,0,1,Equity,0,B,ISTG,388060705,1336440816,21463200,,O,,, 0.0250 , 50.0000 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|WH59,AMEX,AAPL,2021-02-19, $105.00 ,P,BUY,900, $0.75 ,2021-01-06,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,3/3,0,0,129,,Option,0,1,Equity,0,A,ISTG,388061177,1336445318,21463619,,O,,, 0.0250 , 22.5000 , -   , -   , -   , -   , -   , -   , -   , -   
dfilippidis|WH59,BOX,AAPL,2021-03-19, $170.00 ,C,SELL,"1,000", $0.96 ,2021-01-06,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,3/3,0,0,129,,Option,0,1,Equity,0,B,ISTG,388061380,1336448004,21463935,,O,,, 0.0250 , 25.0000 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|WH59,AMEX,AAPL,2021-03-19, $130.00 ,P,SELL,900, $8.50 ,2021-01-06,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/3,0,0,129,,Option,0,1,Equity,0,A,ISTG,388061177,1336445316,21463619,,O,,, 0.0250 , 22.5000 , -   , -   , -   , -   , -   , -   , -   , -   
dfilippidis|WH59,BOX,AAPL,2021-04-16, $95.00 ,P,BUY,"1,000", $1.06 ,2021-01-06,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/3,0,0,129,,Option,0,1,Equity,0,B,ISTG,388061380,1336448005,21463935,,O,,, 0.0250 , 25.0000 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|WH59,AMEX,AAPL,2021-06-18, $125.00 ,P,SELL,"1,000", $11.90 ,2021-01-06,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/2,0,0,129,,Option,0,1,Equity,0,A,ISTG,388066978,1336510281,21470071,,O,,, 0.0250 , 25.0000 , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|WH59,AMEX,AAPL,2021-07-16, $120.00 ,P,SELL,700, $9.05 ,2021-01-06,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/2,0,0,129,,Option,0,1,Equity,0,A,ISTG,388061945,1336454969,21464493,,O,,, 0.0250 , 17.5000 , -   , -   , -   , -   , -   , -   , -   , -   
